class	spec	spec_id	name	spell_id	origin	source	castable	cooldown	band	tree	hero_tree	node_id	entry_id	max_ranks	blizz_category	seed_bucket	also_from	aliases
Warrior	Arms	71	Sharpened Blades	383341	talent-passive	TraitNodeEntry	false	0	Rotational	spec		90447	112320	2				
Warrior	Arms	71	Show No Mercy	444771	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Slayer	94784	117381	1				
Warrior	Arms	71	Slayer's Dominance	444767	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Slayer	94814	117411	1	Buff		cdm-only:CooldownSetSpell	
Warrior	Arms	71	Slayer's Malice	444779	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Slayer	94801	117398	1				
Warrior	Arms	71	Stance Mastery	1280961	talent-passive	TraitNodeEntry	false	0	Rotational	class		108542	134031	1				
Warrior	Arms	71	Strength of Arms	400803	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109687	135944	2				
Warrior	Arms	71	Sudden Death	29725	talent-passive	TraitNodeEntry	false	0	Rotational	spec		90274	112126	1	Buff		cdm-only:CooldownSetSpell	
Warrior	Arms	71	Tactical Edge	1261051	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109683	135939	1	Buff		cdm-only:CooldownSetSpell	
Warrior	Arms	71	Tactician	184783	talent-passive	TraitNodeEntry	false	0	Rotational	spec		90282	112134	1				
Warrior	Arms	71	Tide of Battle	429641	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Colossus	94811	117408	1				
Warrior	Arms	71	Two-Handed Weapon Specialization	382896	talent-passive	TraitNodeEntry	false	0	Rotational	class		90322	112179	2				
Warrior	Arms	71	Unhinged	386628	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Slayer	109815	136074	1				
Warrior	Arms	71	Unrelenting Onslaught	444780	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Slayer	94820	117417	1				
Warrior	Arms	71	Veteran Vitality	440993	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Colossus	94815	119857	1	Buff		cdm-only:CooldownSetSpell	
Warrior	Arms	71	Vicious Agility	444777	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Slayer	94795	123408	1				
Warrior	Arms	71	Violent Euphoria	1270717	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Slayer	109817	136076	1	Buff		cdm-only:CooldownSetSpell	
Warrior	Arms	71	War Machine	262231	talent-passive	TraitNodeEntry	false	0	Rotational	class		90328	112185	1				
Warrior	Arms	71	Wild Strikes	382946	talent-passive	TraitNodeEntry	false	0	Rotational	class		90360	112224	2				
Warrior	Arms	71	Heroic Might	1292058	cdm-only	CooldownSetSpell	true	0	Rotational						Buff			
